"","from","to","dist","dur","gAPI","arcDist","area.from","area.to"
"488","kohu1244","agwa1247",43896,32063,"OK",14984.7473742488,"African Savannah","African Savannah"
"492","loka1252","agwa1247",30298,22111,"OK",13467.0437623914,"African Savannah","African Savannah"
"495","ubag1245","agwa1247",69652,50847,"OK",12230.1600994053,"African Savannah","African Savannah"
"515","okoe1238","ahan1244",34668,25158,"OK",19650.9747019352,"African Savannah","African Savannah"
"516","okpa1238","ahan1244",21300,15761,"OK",12091.4533639293,"African Savannah","African Savannah"
"5231","ukaa1243","ahan1244",44404,32143,"OK",17668.4454572931,"African Savannah","African Savannah"
"667","apuc1241","akab1249",19015,14155,"OK",15357.0900436086,"Southeast Asia","Southeast Asia"
"6721","apuc1241","akak1251",26974,19968,"OK",17199.7897649684,"Southeast Asia","Southeast Asia"
"791","okpa1238","akpe1248",21192,15873,"OK",18593.6181375031,"African Savannah","African Savannah"
"796","ukaa1243","akpe1248",44296,32255,"OK",14016.1331809569,"African Savannah","African Savannah"
"833","okpe1249","akuk1235",60616,44482,"OK",16020.5886548107,"African Savannah","African Savannah"
"835","osos1238","akuk1235",37329,26848,"OK",14356.0222588433,"African Savannah","African Savannah"
"913","mbee1249","aleg1238",23665,17487,"OK",19416.2011967461,"African Savannah","African Savannah"
"9241","bena1264","alek1238",31628,24262,"OK",17621.3963543794,"Interior New Guinea","Interior New Guinea"
"961","mobu1235","alla1248",73800,53866,"OK",7174.27530181787,"African Savannah","African Savannah"
"10101","mull1244","aluk1238",22486,18023,"OK",12501.183633698,"Indic","Indic"
"1014","buuu1244","alum1246",20069,14536,"OK",11420.8867688008,"African Savannah","African Savannah"
"1017","hash1238","alum1246",29978,21304,"OK",17901.1739328728,"African Savannah","African Savannah"
"1025","ninz1246","alum1246",35919,26360,"OK",11427.2386837287,"African Savannah","African Savannah"
"1026","numa1252","alum1246",30746,22157,"OK",19676.3298772926,"African Savannah","African Savannah"
"1027","nung1292","alum1246",23658,17342,"OK",9575.42448768703,"African Savannah","African Savannah"
"1030","toro1249","alum1246",13724,9876,"OK",8843.17551847097,"African Savannah","African Savannah"
"1056","paul1238","amah1245",64133,46807,"OK",19250.8441895891,"Oceania","Oceania"
"1680","botl1242","andi1255",17806,13511,"OK",9236.50233195675,"Greater Mesopotamia","Greater Mesopotamia"
"1682","ghod1238","andi1255",18924,15930,"OK",9059.0640287713,"Greater Mesopotamia","Greater Mesopotamia"
"16831","kara1474","andi1255",43219,36283,"OK",17657.9879196465,"Greater Mesopotamia","Greater Mesopotamia"
"1819","dudu1240","anja1238",13944,9942,"OK",8869.08968751864,"N Coast New Guinea","N Coast New Guinea"
"1843","ogea1238","anja1238",10059,7281,"OK",9087.14608181507,"N Coast New Guinea","N Coast New Guinea"
"2001","mobu1235","apro1235",82617,60222,"OK",9106.86183600473,"African Savannah","African Savannah"
"21141","bwat1240","arho1237",13991,10296,"OK",11018.2005572037,"Oceania","Oceania"
"2152","labu1248","arib1241",23276,17200,"OK",10193.8404491912,"N Coast New Guinea","N Coast New Guinea"
"2348","dump1243","asas1240",18580,13271,"OK",18340.7265053322,"N Coast New Guinea","Interior New Guinea"
"2372","urig1240","asas1240",17147,12349,"OK",12439.4795296391,"Interior New Guinea","Interior New Guinea"
"2385","laha1251","asil1242",57084,42203,"OK",13981.0854276708,"Oceania","Oceania"
"2386","lari1255","asil1242",70076,51997,"OK",10273.6751503565,"Oceania","Oceania"
"2387","seit1239","asil1242",17603,13157,"OK",14615.1698819296,"Oceania","Oceania"
"2433","zaac1239","asun1236",30555,23177,"OK",14920.3564439493,"Mesoamerica","Mesoamerica"
"24511","sanm1295","atat1238",21570,17857,"OK",14312.5907177509,"Mesoamerica","Mesoamerica"
"2453","sant1439","atat1238",12949,11152,"OK",9838.0159755624,"Mesoamerica","Mesoamerica"
"2493","sulo1237","atii1237",12874,9398,"OK",11236.0870706461,"Oceania","Oceania"
"2537","piti1243","atsa1241",32085,23278,"OK",19748.5372530119,"African Savannah","African Savannah"
"2698","nucl1696","awak1250",13237,9462,"OK",12142.8515478544,"African Savannah","African Savannah"
"2937","okoe1238","ayer1245",17807,12907,"OK",15288.4592052662,"African Savannah","African Savannah"
"2943","ukaa1243","ayer1245",42601,31072,"OK",8640.50319353443,"African Savannah","African Savannah"
"2978","coat1244","ayoq1235",21340,15911,"OK",17454.168880538,"Mesoamerica","Mesoamerica"
"2983","lach1249","ayoq1235",19627,14085,"OK",10234.698064852,"Mesoamerica","Mesoamerica"
"3001","hash1238","ayuu1242",18024,13159,"OK",15132.7855985574,"African Savannah","African Savannah"
"3009","ning1271","ayuu1242",40613,29938,"OK",18609.5326315658,"African Savannah","African Savannah"
"3011","numa1252","ayuu1242",45041,32989,"OK",18536.9295407467,"African Savannah","African Savannah"
"3013","shaa1247","ayuu1242",75707,55252,"OK",19358.9129503592,"African Savannah","African Savannah"
"30141","toro1249","ayuu1242",25732,19392,"OK",19274.0441943165,"African Savannah","African Savannah"
"3020","yolo1241","azoy1236",60994,46220,"OK",12396.8328375905,"Mesoamerica","Mesoamerica"
"3022","elem1253","baan1241",9415,6826,"OK",7901.03706436383,"African Savannah","African Savannah"
"3023","goka1239","baan1241",9126,6620,"OK",7248.51514715687,"African Savannah","African Savannah"
"3025","khan1278","baan1241",27984,20235,"OK",16538.2012403755,"African Savannah","African Savannah"
"30311","teee1242","baan1241",20299,14680,"OK",11020.2629484214,"African Savannah","African Savannah"
"30621","bamb1266","baba1266",18741,16407,"OK",16051.9214102137,"African Savannah","African Savannah"
"30721","mend1261","baba1266",12532,11186,"OK",6675.14005116554,"African Savannah","African Savannah"
"30771","ngem1255","baba1266",22620,18892,"OK",15500.5702849947,"African Savannah","African Savannah"
"3104","mull1244","bada1257",27019,22190,"OK",11406.7412539405,"Indic","Indic"
"3106","bogh1241","bada1258",33269,24329,"OK",22990.9293706149,"African Savannah","African Savannah"
"3111","yang1290","bada1258",17727,13274,"OK",41920.2688501921,"African Savannah","African Savannah"
"3139","toab1237","bael1237",29895,21743,"OK",11544.9208126571,"Oceania","Oceania"
"3153","bama1251","bafa1249",11954,8733,"OK",7495.0656004961,"African Savannah","African Savannah"
"3156","bame1260","bafa1249",19427,14490,"OK",15882.6893440294,"African Savannah","African Savannah"
"3157","bamu1254","bafa1249",10172,7528,"OK",11266.0360260148,"African Savannah","African Savannah"
"3158","bamu1256","bafa1249",37117,27131,"OK",18620.4701694062,"African Savannah","African Savannah"
"3160","kens1251","bafa1249",26248,19139,"OK",19540.9205825261,"African Savannah","African Savannah"
"3163","meng1264","bafa1249",29246,21741,"OK",19392.4451531643,"African Savannah","African Savannah"
"31911","bamb1266","bafu1246",28784,21534,"OK",12083.9176943746,"African Savannah","African Savannah"
"3196","befa1241","bafu1246",25061,19811,"OK",17656.0723052636,"African Savannah","African Savannah"
"3205","laim1240","bafu1246",63981,49402,"OK",15802.7113842066,"African Savannah","African Savannah"
"3208","mend1261","bafu1246",25328,18026,"OK",19971.3108298216,"African Savannah","African Savannah"
"3214","ngem1255","bafu1246",23742,17021,"OK",18387.311308503,"African Savannah","African Savannah"
"3306","cham1309","bagv1239",22540,17980,"OK",14799.8742484268,"Greater Mesopotamia","Greater Mesopotamia"
"3312","khva1239","bagv1239",30279,25617,"OK",16187.3811117756,"Greater Mesopotamia","Greater Mesopotamia"
"3313","tind1238","bagv1239",43847,37102,"OK",16583.0254352729,"Greater Mesopotamia","Greater Mesopotamia"
"3315","khlu1236","baha1256",32533,26724,"OK",9964.01303082493,"Southeast Asia","Southeast Asia"
"3465","bier1244","baki1244",8112,6050,"OK",4960.98979561284,"Oceania","Oceania"
"3468","lame1260","baki1244",17424,13125,"OK",11128.535338504,"Oceania","Oceania"
"3513","fina1242","bala1310",38102,31293,"OK",18806.8270857425,"Oceania","Oceania"
"3518","mayo1262","bala1310",99729,79139,"OK",11405.7536162462,"Oceania","Oceania"
"3541","bile1244","bali1245",21474,15622,"OK",15035.958408431,"African Savannah","African Savannah"
"3542","kpas1242","bali1245",8345,6058,"OK",9766.52905895523,"African Savannah","African Savannah"
"3547","teme1252","bali1245",35090,25461,"OK",12905.4029925874,"African Savannah","African Savannah"
"35511","beng1239","bali1278",34203,26630,"OK",3834.66759718372,"Southeast Asia","Southeast Asia"
"3552","beng1239","bali1279",34203,26630,"OK",3834.66759718372,"Southeast Asia","Southeast Asia"
"3583","bamu1254","bama1251",22126,16174,"OK",12258.4140488744,"African Savannah","African Savannah"
"3584","bamu1256","bama1251",25163,18398,"OK",11665.4205712922,"African Savannah","African Savannah"
"3586","kens1251","bama1251",14294,10406,"OK",12576.8432049956,"African Savannah","African Savannah"
"3628","mend1261","bamb1266",11321,8207,"OK",12036.4159314063,"African Savannah","African Savannah"
"3635","ngem1255","bamb1266",21294,15829,"OK",16721.0691566918,"African Savannah","African Savannah"
"3653","bamu1254","bame1260",14497,10980,"OK",11696.1464613167,"African Savannah","African Savannah"
"3667","ngom1272","bame1260",26762,19547,"OK",18677.9316291558,"African Savannah","African Savannah"
"3676","kens1251","bamu1254",20871,15330,"OK",17303.2360238855,"African Savannah","African Savannah"
"3679","mend1261","bamu1254",36333,27733,"OK",19664.6642298954,"African Savannah","African Savannah"
"3680","meng1264","bamu1254",24316,18037,"OK",17781.2265104887,"African Savannah","African Savannah"
"3691","bang1356","bamu1256",23300,17056,"OK",17122.6632473653,"African Savannah","African Savannah"
"3692","kens1251","bamu1256",12547,9151,"OK",11274.7232663458,"African Savannah","African Savannah"
"3699","veng1238","bamu1256",18698,12915,"OK",16600.2652290816,"African Savannah","African Savannah"
"3700","wush1238","bamu1256",17944,12383,"OK",12864.8726878485,"African Savannah","African Savannah"
"3707","bino1237","bana1288",32742,26923,"OK",18825.3265997615,"Oceania","Oceania"
"3732","jimi1254","bana1305",18093,13131,"OK",14887.368470157,"African Savannah","African Savannah"
"3828","mala1481","bant1286",5031,3765,"OK",3925.0325401796,"Oceania","Oceania"
"3830","tomb1243","bant1286",19503,13661,"OK",11585.9512597787,"Oceania","Oceania"
"3860","saru1242","bara1371",25599,19649,"OK",15905.0024480478,"Oceania","Oceania"
"3896","mala1495","barg1252",28810,20880,"OK",19028.2574448298,"N Coast New Guinea","N Coast New Guinea"
"3898","matu1261","barg1252",1979,1433,"OK",4703.88608332917,"N Coast New Guinea","N Coast New Guinea"
"3970","jude1263","barz1241",11533,8935,"OK",9381.94503125145,"Greater Mesopotamia","Greater Mesopotamia"
"3972","lish1247","barz1241",8566,6259,"OK",6543.60631410384,"Greater Mesopotamia","Greater Mesopotamia"
"3974","yeva1238","barz1241",10110,7637,"OK",5523.90023604272,"Greater Mesopotamia","Greater Mesopotamia"
"3980","bauc1238","basa1281",25267,18357,"OK",15145.8415953617,"African Savannah","African Savannah"
"4032","nuba1241","bati1251",14854,10656,"OK",11754.248016058,"African Savannah","African Savannah"
"4034","yang1293","bati1251",24554,17632,"OK",18584.6724424071,"African Savannah","African Savannah"
"4064","trin1271","baub1235",41106,30727,"OK",13208.158884682,"Southeast Asia","Southeast Asia"
"4076","bilb1241","bauu1244",31819,23347,"OK",16960.7534665547,"N Coast New Guinea","N Coast New Guinea"
"4080","dudu1240","bauu1244",26912,19412,"OK",18855.5899216018,"N Coast New Guinea","N Coast New Guinea"
"4085","guma1255","bauu1244",40534,29526,"OK",4823.04605161121,"N Coast New Guinea","N Coast New Guinea"
"4086","iseb1246","bauu1244",36947,26941,"OK",10934.9019549407,"N Coast New Guinea","N Coast New Guinea"
"4097","muni1257","bauu1244",12916,9250,"OK",7377.64788474462,"N Coast New Guinea","N Coast New Guinea"
"4102","ogea1238","bauu1244",20082,14619,"OK",16694.1140228656,"N Coast New Guinea","N Coast New Guinea"
"41031","pani1258","bauu1244",40691,29745,"OK",16621.5208190409,"N Coast New Guinea","N Coast New Guinea"
"4113","siha1245","bauu1244",9653,6914,"OK",4455.80596660899,"N Coast New Guinea","N Coast New Guinea"
"4122","wagi1249","bauu1244",46327,33685,"OK",15964.3564757136,"N Coast New Guinea","N Coast New Guinea"
"4141","gusi1246","bayo1255",17828,12916,"OK",15272.4428447519,"African Savannah","African Savannah"
"4214","erok1237","bedo1237",20620,15631,"OK",18607.7692192814,"N Coast New Guinea","N Coast New Guinea"
"4220","logo1259","beek1238",34858,25397,"OK",19144.4468574867,"S Africa","S Africa"
"4223","gala1264","beel1236",38509,28083,"OK",18627.2918288099,"Greater Mesopotamia","African Savannah"
"4264","laim1240","befa1241",38911,29584,"OK",12024.5098467363,"African Savannah","African Savannah"
"4290","rara1235","beka1241",19746,14264,"OK",7888.52635191533,"Southeast Asia","Southeast Asia"
"4291","sara1329","beka1241",44675,32405,"OK",14770.7837833655,"Southeast Asia","Southeast Asia"
"4295","mbee1249","bekw1241",30087,21800,"OK",18954.9067447578,"African Savannah","African Savannah"
"4297","putu1241","bekw1241",14866,10792,"OK",13682.3305523707,"African Savannah","African Savannah"
"4300","yace1238","bekw1241",55016,40074,"OK",12013.1252039909,"African Savannah","African Savannah"
"4309","dung1252","belh1239",4130,2749,"OK",5688.76998582132,"Indic","Indic"
"4314","kurm1243","belh1239",16137,13470,"OK",9811.01088637373,"Indic","Indic"
"4321","sout2734","belh1239",56931,45962,"OK",13741.7545238868,"Indic","Indic"
"4396","brem1238","bepo1240",24439,18532,"OK",15729.3857756174,"N Coast New Guinea","N Coast New Guinea"
"4400","kora1296","bepo1240",14059,10909,"OK",7990.82059167478,"N Coast New Guinea","N Coast New Guinea"
"4401","kowa1245","bepo1240",14068,10871,"OK",4861.02725069474,"N Coast New Guinea","N Coast New Guinea"
"4405","mauw1238","bepo1240",24867,18789,"OK",9841.85118195548,"N Coast New Guinea","N Coast New Guinea"
"4407","mede1237","bepo1240",23513,17802,"OK",11216.4778506911,"N Coast New Guinea","N Coast New Guinea"
"4409","moer1240","bepo1240",22642,17450,"OK",3204.17012279249,"N Coast New Guinea","N Coast New Guinea"
"4451","fira1238","bero1242",17563,13094,"OK",13456.3672317906,"African Savannah","African Savannah"
"4476","bone1255","beta1253",5898,4273,"OK",6140.95319333319,"N Coast New Guinea","N Coast New Guinea"
"4479","itik1240","beta1253",13906,10117,"OK",11617.3236604754,"N Coast New Guinea","N Coast New Guinea"
"4487","yamn1237","beta1253",6361,4609,"OK",6576.02263848794,"N Coast New Guinea","N Coast New Guinea"
"4500","oban1244","bete1262",18590,13482,"OK",17482.9135246072,"African Savannah","African Savannah"
"4510","jenn1240","bett1235",48873,35932,"OK",15308.5335066333,"Indic","Indic"
"4517","hunz1247","bezh1248",23459,19277,"OK",9643.57569837427,"Greater Mesopotamia","Greater Mesopotamia"
"4518","khva1239","bezh1248",28395,23826,"OK",17359.15747109,"Greater Mesopotamia","Greater Mesopotamia"
"4532","suna1241","bhot1235",47974,38599,"OK",12419.2702310451,"Indic","Indic"
"4557","lame1260","bier1244",9313,7075,"OK",6545.95460941579,"Oceania","Oceania"
"46111","keme1240","biky1238",7199,5163,"OK",7161.99116522044,"African Savannah","African Savannah"
"4622","nsar1238","biky1238",29578,21408,"OK",15211.2947666323,"African Savannah","African Savannah"
"4683","geda1237","bilb1241",11352,8276,"OK",9462.85301164009,"N Coast New Guinea","N Coast New Guinea"
"4685","guma1255","bilb1241",16739,11905,"OK",16883.3791445887,"N Coast New Guinea","N Coast New Guinea"
"4686","iseb1246","bilb1241",13152,9320,"OK",10343.1780022889,"N Coast New Guinea","N Coast New Guinea"
"4701","ogea1238","bilb1241",16160,11818,"OK",13891.8322634998,"N Coast New Guinea","N Coast New Guinea"
"4702","pani1258","bilb1241",9864,7126,"OK",5849.71519841855,"N Coast New Guinea","N Coast New Guinea"
"4720","wagi1249","bilb1241",15500,11066,"OK",10532.1228704262,"N Coast New Guinea","N Coast New Guinea"
"4728","ring1244","bilb1242",16038,11967,"OK",11007.5040718401,"Oceania","Oceania"
"4729","term1237","bilb1242",33733,24824,"OK",17658.7300313164,"Oceania","Oceania"
"4733","kpas1242","bile1244",29820,21618,"OK",17025.3927497404,"African Savannah","African Savannah"
"4809","masa1307","bino1237",64614,51965,"OK",17118.9688170133,"Oceania","Oceania"
"4898","pyen1239","bisu1244",15588,12144,"OK",11495.9039855516,"Southeast Asia","Southeast Asia"
"4976","nede1245","blag1240",15724,13451,"OK",7312.73588724024,"Oceania","Oceania"
"4978","teiw1235","blag1240",22270,17458,"OK",10710.0326037721,"Oceania","Oceania"
"4989","tomi1243","boan1243",18732,13542,"OK",14839.9735861653,"Oceania","Oceania"
"5017","dugu1249","bogh1241",33269,24038,"OK",62469.5821591565,"Greater Mesopotamia","African Savannah"
"5019","jara1263","bogh1241",33269,24038,"OK",64849.912182668,"African Savannah","African Savannah"
"5021","tunz1235","bogh1241",33269,24038,"OK",43432.0754481167,"African Savannah","African Savannah"
"5023","yang1290","bogh1241",20146,14862,"OK",19769.864466057,"African Savannah","African Savannah"
"5075","pare1266","bond1245",27052,19579,"OK",18678.0188514273,"Indic","Indic"
"5088","itik1240","bone1255",19804,14381,"OK",17753.0140335516,"N Coast New Guinea","N Coast New Guinea"
"5089","kede1239","bone1255",17867,12964,"OK",15599.8093046329,"N Coast New Guinea","N Coast New Guinea"
"5102","mare1261","bong1287",19790,14613,"OK",11618.4542284573,"N Coast New Guinea","N Coast New Guinea"
"5105","pode1237","bong1287",22249,16285,"OK",15728.2222775932,"N Coast New Guinea","N Coast New Guinea"
"5186","lana1236","book1241",21611,16570,"OK",13622.8337579775,"Southeast Asia","Southeast Asia"
"5274","chit1274","bote1238",21727,15853,"OK",15118.6819825207,"Indic","Indic"
"5278","ghod1238","botl1242",5735,4999,"OK",3590.88726465581,"Greater Mesopotamia","Greater Mesopotamia"
"5280","kara1474","botl1242",36090,30981,"OK",16229.2099584745,"Greater Mesopotamia","Greater Mesopotamia"
"5289","umbu1258","boun1245",35346,27581,"OK",16201.8014451422,"Interior New Guinea","Interior New Guinea"
"5319","wana1268","brag1240",17808,14231,"OK",12182.5995886648,"N Coast New Guinea","N Coast New Guinea"
"5338","kowa1245","brem1238",29590,21481,"OK",17330.6482636206,"N Coast New Guinea","N Coast New Guinea"
"5340","mala1495","brem1238",11746,8509,"OK",12261.1119854319,"N Coast New Guinea","N Coast New Guinea"
"5346","moer1240","brem1238",22654,16696,"OK",12873.4690287586,"N Coast New Guinea","N Coast New Guinea"
"5397","brun1245","brun1242",25089,18239,"OK",19496.1610338856,"Southeast Asia","Southeast Asia"
"5402","east2485","brun1245",25975,19078,"OK",7655.82861040573,"Southeast Asia","Southeast Asia"
"5419","kryt1240","budu1248",18944,13476,"OK",13625.5246762299,"Greater Mesopotamia","Greater Mesopotamia"
"5459","dura1244","bujh1238",31356,24434,"OK",19633.8793661188,"Indic","Indic"
"5525","moss1236","buli1254",19988,14567,"OK",17253.6423487904,"African Savannah","African Savannah"
"5530","icev1238","buma1244",35498,29757,"OK",15989.1063017433,"African Savannah","African Savannah"
"5533","oban1244","buma1244",72370,56921,"OK",10377.367652939,"African Savannah","African Savannah"
"5598","kema1243","buna1278",31970,28021,"OK",16096.9244623782,"Oceania","Oceania"
"5611","elep1240","bung1270",50390,38245,"OK",16043.9303745291,"N Coast New Guinea","N Coast New Guinea"
"5615","kama1367","bung1270",20445,16001,"OK",17842.2361250323,"N Coast New Guinea","N Coast New Guinea"
"5632","dogu1235","buno1241",41338,29835,"OK",19440.1840696825,"African Savannah","African Savannah"
"5633","donn1238","buno1241",25511,18406,"OK",10345.065444082,"African Savannah","African Savannah"
"5677","deno1239","bure1242",137153,99270,"OK",19135.8974330242,"African Savannah","African Savannah"
"5694","port1285","burm1263",9571,7335,"OK",10188.2442803191,"Oceania","Oceania"
"5697","rere1240","burm1263",24466,18817,"OK",16166.486604844,"Oceania","Oceania"
"5777","ngie1242","busa1251",45509,34230,"OK",15257.3977796191,"African Savannah","African Savannah"
"5784","cish1238","busa1253",12234,9005,"OK",9907.42744701898,"African Savannah","African Savannah"
"5834","mere1242","butm1237",16678,13412,"OK",14986.542881673,"Oceania","Oceania"
"5842","shar1244","butm1237",16269,13095,"OK",11165.4931962785,"Oceania","Oceania"
"5854","hash1238","buuu1244",22502,15988,"OK",10015.2487363269,"African Savannah","African Savannah"
"5859","mund1334","buuu1244",20839,15036,"OK",16635.6350065693,"African Savannah","African Savannah"
"5863","nung1292","buuu1244",22463,16578,"OK",11367.015302183,"African Savannah","African Savannah"
"5866","toro1249","buuu1244",13744,10021,"OK",9408.55039984114,"African Savannah","African Savannah"
"5869","gava1241","buwa1243",12450,8963,"OK",9370.66761966274,"African Savannah","African Savannah"
"5878","mbed1242","buwa1243",23684,17213,"OK",17423.1559323497,"African Savannah","African Savannah"
"5880","mefe1242","buwa1243",25002,17773,"OK",9800.80928229321,"African Savannah","African Savannah"
"5883","mofu1248","buwa1243",24980,18360,"OK",17015.9583459943,"African Savannah","African Savannah"
"5900","youl1235","buyu1238",20639,17515,"OK",5775.87854715922,"Southeast Asia","Southeast Asia"
"5921","darm1243","byan1241",19489,16367,"OK",10970.9050986915,"Indic","Indic"
"5931","yuag1237","caac1237",72318,54514,"OK",18655.460472152,"Oceania","Oceania"
"5939","tezo1238","caca1250",29930,22020,"OK",18912.6313227104,"Mesoamerica","Mesoamerica"
"5949","unam1242","cadd1256",23736,17214,"OK",18139.3517955532,"Basin and Plains","Basin and Plains"
"5950","wich1260","cadd1256",21010,15359,"OK",14849.4350483805,"Basin and Plains","Basin and Plains"
"5963","sant1448","cajo1238",32132,26397,"OK",11052.7799147272,"Mesoamerica","Mesoamerica"
"5964","sant1450","cajo1238",27733,24143,"OK",13354.7913171265,"Mesoamerica","Mesoamerica"
"5966","sout3004","cajo1238",44925,36299,"OK",18414.1202672788,"Mesoamerica","Mesoamerica"
"5968","taba1268","cajo1238",57704,46863,"OK",16690.0373354511,"Mesoamerica","Mesoamerica"
"5972","yala1267","cajo1238",37698,33637,"OK",14715.0150288218,"Mesoamerica","Mesoamerica"
"5975","yatz1235","cajo1238",25628,23256,"OK",7339.5801165754,"Mesoamerica","Mesoamerica"
"5976","zoog1238","cajo1238",21977,17640,"OK",6613.33216027132,"Mesoamerica","Mesoamerica"
"6028","yeni1253","came1252",42593,31794,"OK",14414.6023637857,"African Savannah","African Savannah"
"6057","dakk1238","camp1262",19197,13910,"OK",87141.5809529221,"Oceania","Oceania"
"6058","mand1442","camp1262",22829,16359,"OK",96771.9667723674,"Oceania","Oceania"
"6064","mant1265","caol1238",148403,123003,"OK",14271.2036957356,"Southeast Asia","Southeast Asia"
"6065","minz1236","caol1238",13200,10717,"OK",8718.05745062776,"Southeast Asia","Southeast Asia"
"6070","chee1238","cara1270",78996,57343,"OK",16186.384674823,"African Savannah","African Savannah"
"6075","igut1238","cara1270",54937,39157,"OK",17744.6185121475,"African Savannah","African Savannah"
"6079","janj1240","cara1270",20157,14995,"OK",12679.088855558,"African Savannah","African Savannah"
"6090","tana1281","caro1242",6788,5448,"OK",3664.54877577711,"Oceania","Oceania"
"6121","east2372","cent2013",17184,13640,"OK",12447.550881642,"Southeast Asia","Southeast Asia"
"6125","sout2755","cent2013",29778,24302,"OK",15805.99538691,"Southeast Asia","Southeast Asia"
"6146","east2462","cent2072",14063,10427,"OK",2352.29116640157,"Oceania","Oceania"
"6150","seri1255","cent2072",10119,7475,"OK",6109.08724966612,"Oceania","Oceania"
"6153","west2535","cent2072",7537,5686,"OK",4580.43442403852,"Oceania","Oceania"
"6174","isar1235","cent2087",63107,45617,"OK",14116.2123630603,"Oceania","Oceania"
"6180","east2486","cent2098",3157,2365,"OK",4713.98208022947,"Southeast Asia","Southeast Asia"
"6193","chig1239","cent2133",42366,32590,"OK",14016.2310927036,"Mesoamerica","Mesoamerica"
"6200","nise1244","cent2140",35431,27995,"OK",12513.3415669971,"California","California"
"6217","choc1275","chal1267",33508,26872,"OK",16841.3220906072,"Indic","Indic"
"6221","delo1240","chal1269",20377,15199,"OK",14045.1057902975,"African Savannah","African Savannah"
"6230","hinu1240","cham1309",28513,21878,"OK",16539.942941427,"Greater Mesopotamia","Greater Mesopotamia"
"6234","tind1238","cham1309",61392,50315,"OK",19920.9438795882,"Greater Mesopotamia","Greater Mesopotamia"
"6278","darm1243","chau1259",244091,200030,"OK",18710.2202665672,"Indic","Indic"
"6283","jami1235","chay1249",14544,11436,"OK",10307.1845488676,"Mesoamerica","Mesoamerica"
"6284","pino1237","chay1249",38441,29789,"OK",19828.8346501531,"Mesoamerica","Mesoamerica"
"6285","sanj1281","chay1249",57388,43125,"OK",15341.8265048025,"Mesoamerica","Mesoamerica"
"6297","sout3001","chaz1235",36896,30079,"OK",19101.7935374401,"Mesoamerica","Mesoamerica"
"6301","igut1238","chee1238",24059,16993,"OK",16223.6646159809,"African Savannah","African Savannah"
"6302","irig1241","chee1238",38376,27716,"OK",16936.4665322546,"African Savannah","African Savannah"
"6304","janj1240","chee1238",83966,61878,"OK",13699.102331012,"African Savannah","African Savannah"
"6333","lart1238","cher1271",22120,16170,"OK",13497.1503487199,"African Savannah","African Savannah"
"6338","naha1262","chha1249",18369,13318,"OK",9367.76828367445,"Indic","Indic"
"6370","qanj1241","chic1271",56796,45850,"OK",8750.77744149897,"Mesoamerica","Mesoamerica"
"6372","copa1237","chic1273",48399,41144,"OK",13639.0425171416,"Mesoamerica","Mesoamerica"
"6375","mixt1425","chic1273",33264,27082,"OK",18980.7140832233,"Mesoamerica","Mesoamerica"
"6377","ocot1243","chic1273",22533,18479,"OK",11241.2366738144,"Mesoamerica","Mesoamerica"
"6380","sanm1298","chic1273",19978,15735,"OK",11306.3503658815,"Mesoamerica","Mesoamerica"
"6391","guil1236","chic1274",16926,13277,"OK",10551.2129588439,"Mesoamerica","Mesoamerica"
"6395","ocot1244","chic1274",32280,25228,"OK",19066.1123390278,"Mesoamerica","Mesoamerica"
"6403","tilq1235","chic1274",18432,13999,"OK",8930.54881762206,"Mesoamerica","Mesoamerica"
"6420","ojit1237","chil1282",47877,35389,"OK",12653.9256684662,"Mesoamerica","Mesoamerica"
"6434","naur1243","chin1253",446,313,"OK",535.368582163016,"Oceania","Oceania"
"6437","lahu1250","chin1475",7712,6128,"OK",4806.61375932285,"Indic","Indic"
"6439","stod1241","chin1475",24089,18926,"OK",15917.0997637949,"Indic","Indic"
"6444","coat1241","chiq1250",58794,45991,"OK",7471.16960036268,"Mesoamerica","Mesoamerica"
"6445","cuya1240","chiq1250",14097,9706,"OK",7600.7104141311,"Mesoamerica","Mesoamerica"
"6447","ixca1246","chiq1250",38846,31649,"OK",14845.7050507097,"Mesoamerica","Mesoamerica"
"6448","jala1237","chiq1250",28175,23304,"OK",18038.7854397359,"Mesoamerica","Mesoamerica"
"6458","teut1235","chiq1250",73523,57897,"OK",16832.8221696115,"Mesoamerica","Mesoamerica"
"6462","chok1243","chir1283",110850,89878,"OK",16246.2264828381,"Southeast Asia","Southeast Asia"
"6466","mara1379","chir1283",49312,40166,"OK",18997.5719510642,"Southeast Asia","Southeast Asia"
"6481","leal1235","choa1237",121109,99274,"OK",14933.514873642,"Mesoamerica","Mesoamerica"
"64941","ixca1245","choc1279",19789,16286,"OK",16015.6176997938,"Mesoamerica","Mesoamerica"
"64951","soya1236","choc1279",18780,14691,"OK",13210.1872371472,"Mesoamerica","Mesoamerica"
"6504","khez1235","chok1243",77169,64583,"OK",16213.7689412981,"Southeast Asia","Southeast Asia"
"6507","mara1379","chok1243",75673,62663,"OK",15591.2145531041,"Southeast Asia","Southeast Asia"
"6514","gang1266","chot1239",40563,32124,"OK",17148.6589501544,"Southeast Asia","Southeast Asia"
"6517","mari1416","chot1239",57406,44624,"OK",19634.612197762,"Southeast Asia","Southeast Asia"
"6518","mons1234","chot1239",45377,36131,"OK",17982.6304343452,"Southeast Asia","Southeast Asia"
